date_time,is_holiday,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,traffic_volume,air_pollution_index
31/05/2013 02:00,None,90,2,354,7,7,290.88,0,0,90,Mist,339,205
31/05/2013 02:00,None,87,2,320,8,8,290.88,0,0,90,Rain,339,187
31/05/2013 03:00,None,77,2,350,4,4,291.11,0,0,40,Thunderstorm,373,143
31/05/2013 03:00,None,59,2,340,7,7,291.11,0,0,40,Rain,373,200
31/05/2013 04:00,None,56,3,340,9,9,291.39,0,0,75,Clouds,743,15
31/05/2013 05:00,None,60,3,350,3,3,291.53,0,0,1,Clear,2665,188
31/05/2013 06:00,None,41,4,30,2,2,291.81,0,0,1,Clear,5868,292
31/05/2013 07:00,None,36,2,30,3,3,292.24,0,0,1,Rain,6653,115
31/05/2013 08:00,None,34,3,30,2,2,293.02,0,0,75,Clouds,5974,255
31/05/2013 09:00,None,34,3,10,4,4,294.23,0,0,90,Clouds,5412,240
31/05/2013 10:00,None,32,4,10,5,5,294.83,0,0,90,Rain,4929,224
31/05/2013 11:00,None,32,3,20,6,6,294.44,0,0,90,Rain,5220,282
31/05/2013 12:00,None,32,3,30,8,8,294.7,0,0,90,Clouds,5591,114
31/05/2013 13:00,None,38,2,10,4,4,294.84,0,0,75,Clouds,5635,32
31/05/2013 14:00,None,39,1,360,9,9,295.32,0,0,90,Clouds,5915,170
31/05/2013 15:00,None,41,2,13,3,3,296.35,0,0,90,Clouds,6175,203
31/05/2013 16:00,None,64,2,13,6,6,297.19,0,0,90,Clouds,6273,275
31/05/2013 17:00,None,72,2,13,2,2,296.51,0,0,75,Clouds,6075,92
31/05/2013 18:00,None,72,1,326,6,6,295.2,0,0,90,Rain,5015,177
31/05/2013 18:00,None,77,1,310,9,9,295.2,0,0,90,Mist,5015,152
31/05/2013 18:00,None,82,1,310,2,2,295.2,0,0,90,Rain,5015,52
31/05/2013 19:00,None,87,2,307,4,4,294.28,0,0,75,Rain,3854,21
31/05/2013 20:00,None,87,2,307,6,6,294.01,0,0,75,Clouds,3256,31
31/05/2013 21:00,None,93,2,307,2,2,293.53,0,0,90,Clouds,3160,27
31/05/2013 22:00,None,87,2,347,4,4,292.41,0,0,90,Clouds,2636,71
31/05/2013 23:00,None,87,2,347,9,9,291.88,0,0,40,Clouds,1820,198
01/06/2013 00:00,None,77,1,350,2,2,291.54,0,0,40,Clouds,1116,88
01/06/2013 01:00,None,68,2,340,6,6,291.27,0,0,40,Thunderstorm,761,176
01/06/2013 02:00,None,56,2,22,3,3,290.99,0,0,90,Thunderstorm,557,159
01/06/2013 02:00,None,57,1,50,8,8,290.99,0,0,90,Mist,557,232
01/06/2013 02:00,None,44,1,360,1,1,290.99,0,0,90,Thunderstorm,557,114
01/06/2013 02:00,None,42,2,20,2,2,290.99,0,0,90,Rain,557,263
01/06/2013 02:00,None,37,3,350,2,2,290.99,0,0,90,Thunderstorm,557,16
01/06/2013 03:00,None,34,3,50,9,9,290.46,0,0,40,Rain,438,172
01/06/2013 04:00,None,34,3,30,6,6,290,0,0,1,Clear,421,299
01/06/2013 05:00,None,34,4,20,8,8,289.84,0,0,1,Clear,807,204
01/06/2013 06:00,None,32,2,30,4,4,289.63,0,0,1,Clear,1567,139
01/06/2013 07:00,None,32,4,30,5,5,289.67,0,0,1,Clear,2430,118
01/06/2013 08:00,None,36,3,30,2,2,290.31,0,0,1,Clear,3281,228
01/06/2013 09:00,None,44,1,20,5,5,291.81,0,0,40,Clouds,3954,139
01/06/2013 10:00,None,56,2,40,5,5,293.23,0,0,1,Clear,4694,253
01/06/2013 11:00,None,64,3,41,4,4,294.76,0,0,1,Clear,4975,94
01/06/2013 12:00,None,72,2,360,2,2,296.03,0,0,40,Clouds,4813,264
01/06/2013 13:00,None,77,4,58,2,2,297.07,0,0,1,Clear,4622,246
01/06/2013 14:00,None,77,4,58,5,5,297.44,0,0,40,Clouds,4647,10
01/06/2013 15:00,None,77,2,53,1,1,297.43,0,0,75,Clouds,4768,274
01/06/2013 16:00,None,82,2,53,1,1,297.03,0,0,75,Clouds,4412,203
01/06/2013 17:00,None,87,2,53,5,5,296.88,0,0,90,Clouds,4382,131
01/06/2013 18:00,None,59,1,34,2,2,296.54,0,0,90,Clouds,3945,13
01/06/2013 19:00,None,82,1,34,2,2,295.07,0,0,90,Rain,3276,158
01/06/2013 20:00,None,76,1,34,1,1,293.22,0,0,20,Clouds,2886,70
01/06/2013 21:00,None,71,1,34,5,5,292.3,0,0,75,Clouds,2902,291
01/06/2013 22:00,None,40,1,360,7,7,291.43,0,0,40,Clouds,2616,126
01/06/2013 23:00,None,31,1,50,4,4,290.11,0,0,1,Clear,2047,181
02/06/2013 00:00,None,33,1,350,3,3,289.71,0,0,90,Clouds,1221,247
02/06/2013 01:00,None,31,2,20,7,7,289.06,0,0,1,Clear,787,147
02/06/2013 02:00,None,32,2,30,8,8,288.78,0,0,40,Clouds,646,227
02/06/2013 03:00,None,32,2,80,7,7,288.36,0,0,90,Clouds,355,91
02/06/2013 04:00,None,32,3,50,3,3,287.85,0,0,90,Clouds,374,228
02/06/2013 05:00,None,30,1,30,6,6,287.09,0,0,90,Clouds,719,211
02/06/2013 06:00,None,32,3,70,7,7,286.34,0,0,90,Clouds,947,84
02/06/2013 07:00,None,32,1,40,3,3,286.44,0,0,40,Clouds,1486,56
02/06/2013 08:00,None,34,2,50,4,4,287.94,0,0,1,Clear,2189,245
02/06/2013 09:00,None,44,1,50,6,6,289.55,0,0,1,Clear,3154,160
02/06/2013 10:00,None,60,3,22,8,8,291,0,0,40,Clouds,3771,132
02/06/2013 11:00,None,77,3,22,2,2,292.27,0,0,75,Clouds,4184,255
02/06/2013 12:00,None,82,2,27,3,3,293.47,0,0,75,Clouds,4702,263
02/06/2013 13:00,None,82,2,27,4,4,294.23,0,0,90,Clouds,4535,63
02/06/2013 14:00,None,87,2,27,1,1,293.6,0,0,90,Clouds,4519,196
02/06/2013 15:00,None,87,1,13,4,4,291.97,0,0,90,Rain,4645,290
02/06/2013 15:00,None,93,1,13,6,6,291.97,0,0,90,Rain,4645,76
02/06/2013 16:00,None,93,1,13,8,8,291.04,0,0,90,Rain,4502,150
02/06/2013 16:00,None,93,1,80,2,2,291.04,0,0,90,Mist,4502,30
02/06/2013 17:00,None,93,1,6,8,8,290.14,0,0,75,Rain,4383,31
02/06/2013 18:00,None,72,1,6,7,7,289,0,0,90,Clouds,4111,184
02/06/2013 19:00,None,68,1,97,1,1,287.43,0,0,90,Clouds,3308,200
02/06/2013 20:00,None,53,1,97,3,3,285.78,0,0,90,Clouds,2981,294
02/06/2013 21:00,None,44,1,97,1,1,285.03,0,0,90,Clouds,2655,290
02/06/2013 22:00,None,36,1,360,9,9,284.41,0,0,90,Clouds,1963,270
02/06/2013 23:00,None,34,1,90,9,9,284.13,0,0,90,Clouds,1189,166
03/06/2013 00:00,None,32,1,197,3,3,284.11,0,0,90,Clouds,596,270
03/06/2013 01:00,None,28,2,50,2,2,284,0,0,90,Clouds,355,48
03/06/2013 02:00,None,26,2,140,6,6,283.67,0,0,90,Clouds,319,39
03/06/2013 03:00,None,28,2,100,9,9,283.2,0,0,90,Clouds,343,267
03/06/2013 04:00,None,26,1,180,3,3,282.75,0,0,90,Clouds,791,280
03/06/2013 05:00,None,26,1,180,2,2,282.62,0,0,75,Clouds,2769,60
03/06/2013 06:00,None,36,2,90,4,4,282.18,0,0,75,Clouds,5893,288
03/06/2013 07:00,None,39,2,157,1,1,282.22,0,0,75,Clouds,6746,243
03/06/2013 08:00,None,56,1,110,6,6,282.69,0,0,40,Clouds,6192,35
03/06/2013 09:00,None,63,2,130,9,9,283.61,0,0,75,Clouds,4967,20
03/06/2013 10:00,None,56,3,140,7,7,284.89,0,0,1,Clear,4443,33
03/06/2013 11:00,None,57,3,161,6,6,286.22,0,0,75,Clouds,4667,225
03/06/2013 12:00,None,59,3,182,2,2,287.34,0,0,40,Clouds,4746,147
03/06/2013 13:00,None,59,3,182,9,9,288.71,0,0,40,Clouds,4761,234
03/06/2013 14:00,None,72,2,187,1,1,289.74,0,0,1,Clear,5235,119
03/06/2013 15:00,None,72,2,187,2,2,290.79,0,0,40,Clouds,5739,215
03/06/2013 16:00,None,79,2,187,3,3,291.37,0,0,1,Clear,6674,80
03/06/2013 17:00,None,75,2,178,7,7,291.64,0,0,40,Clouds,6079,219
03/06/2013 18:00,None,71,1,164,6,6,291.87,0,0,20,Clouds,4307,194
03/06/2013 19:00,None,75,2,178,1,1,291.46,0,0,75,Clouds,3189,99
03/06/2013 20:00,None,63,2,162,2,2,290.78,0,0,1,Clear,2805,256
03/06/2013 21:00,None,69,3,200,8,8,289.09,0,0,1,Clear,2375,242
03/06/2013 22:00,None,51,2,179,6,6,287.43,0,0,1,Clear,1705,42
03/06/2013 23:00,None,62,3,199,3,3,285.91,0,0,1,Clear,1039,156
04/06/2013 00:00,None,62,3,199,9,9,284.6,0,0,1,Clear,602,179
04/06/2013 01:00,None,62,6,315,9,9,283.79,0,0,1,Clear,345,223
04/06/2013 02:00,None,28,5,186,8,8,283.04,0,0,1,Clear,256,237
04/06/2013 03:00,None,55,3,202,6,6,282.41,0,0,1,Clear,336,155
04/06/2013 04:00,None,55,3,202,1,1,281.82,0,0,1,Mist,821,155
04/06/2013 05:00,None,28,4,200,2,2,281.33,0,0,1,Mist,2762,31
04/06/2013 06:00,None,30,2,175,5,5,280.83,0,0,1,Clear,6057,98
04/06/2013 07:00,None,33,1,233,1,1,281.5,0,0,1,Clear,6635,189
04/06/2013 08:00,None,49,4,171,2,2,284.94,0,0,1,Clear,6502,274
04/06/2013 09:00,None,39,4,171,3,3,287.8,0,0,1,Clear,4995,59
04/06/2013 10:00,None,49,4,171,4,4,289.92,0,0,1,Clear,4438,239
04/06/2013 11:00,None,55,4,172,6,6,291.77,0,0,1,Clear,4690,70
04/06/2013 12:00,None,55,4,172,3,3,292.8,0,0,40,Clouds,4906,28
04/06/2013 13:00,None,44,4,188,2,2,293.2,0,0,40,Clouds,4958,34
04/06/2013 14:00,None,48,5,194,6,6,293.28,0,0,1,Clear,5470,216
04/06/2013 15:00,None,48,5,194,4,4,292.7,0,0,40,Clouds,5979,84
04/06/2013 16:00,None,57,1,195,4,4,292.33,0,0,90,Clouds,6852,150
04/06/2013 17:00,None,55,5,192,1,1,292.31,0,0,90,Haze,6189,290
04/06/2013 18:00,None,57,3,185,6,6,292.02,0,0,90,Clouds,4479,100
04/06/2013 19:00,None,55,5,192,4,4,291.85,0,0,75,Clouds,3270,84
04/06/2013 20:00,None,52,3,174,9,9,291.48,0,0,75,Clouds,2712,73
04/06/2013 21:00,None,51,0,180,9,9,290.76,0,0,90,Rain,2583,91
04/06/2013 22:00,None,51,0,0,3,3,290.09,0,0,90,Clouds,1899,259
04/06/2013 23:00,None,45,6,203,9,9,290.01,0,0,90,Clouds,1236,147
05/06/2013 00:00,None,45,6,203,5,5,289.63,0,0,90,Clouds,570,106
05/06/2013 01:00,None,42,4,150,4,4,289.47,0,0,90,Clouds,375,109
05/06/2013 02:00,None,40,5,159,7,7,288.75,0,0,75,Clouds,249,282
05/06/2013 03:00,None,38,7,168,9,9,288.35,0,0,75,Clouds,343,250
05/06/2013 04:00,None,41,6,212,9,9,288.18,0,0,75,Clouds,788,14
05/06/2013 05:00,None,40,6,168,5,5,287.44,0,0,75,Clouds,2736,224
05/06/2013 06:00,None,39,5,210,3,3,287.29,0,0,92,Clouds,5890,76
05/06/2013 07:00,None,44,3,200,4,4,287.66,0,0,92,Clouds,6085,164
05/06/2013 08:00,None,39,5,199,1,1,288.02,0,0,92,Clouds,5790,38
05/06/2013 09:00,None,39,5,199,7,7,288.48,0,0,92,Clouds,5281,18
05/06/2013 10:00,None,39,5,199,8,8,288.86,0.25,0,92,Rain,4423,209
05/06/2013 11:00,None,41,0,158,8,8,289.11,0.25,0,92,Rain,4756,239
05/06/2013 12:00,None,41,6,201,2,2,289.48,0.25,0,92,Rain,4959,276
05/06/2013 13:00,None,45,1,138,3,3,289.54,0.25,0,92,Rain,5093,172
05/06/2013 14:00,None,59,2,189,9,9,289.78,0,0,92,Rain,5550,84
05/06/2013 15:00,None,47,1,225,8,8,289.3,0.25,0,92,Rain,6055,192
05/06/2013 15:00,None,58,1,208,6,6,289.3,0.25,0,92,Drizzle,6055,118
05/06/2013 16:00,None,51,1,225,6,6,288.91,0,0,92,Drizzle,6762,209
05/06/2013 17:00,None,57,4,186,2,2,288.57,0,0,92,Drizzle,6547,190
05/06/2013 17:00,None,51,2,248,4,4,288.57,0,0,92,Rain,6547,37
05/06/2013 18:00,None,50,0,135,4,4,287.92,0,0,92,Rain,4599,62
05/06/2013 19:00,None,50,5,204,3,3,287.41,0,0,92,Rain,3378,257
05/06/2013 20:00,None,50,5,204,1,1,286.69,0.57,0,92,Rain,2821,49
05/06/2013 20:00,None,45,0,248,4,4,286.69,0.57,0,92,Mist,2821,231
05/06/2013 21:00,None,45,5,200,7,7,286.48,0.25,0,90,Rain,2615,175
05/06/2013 21:00,None,50,5,200,8,8,286.48,0.25,0,90,Drizzle,2615,38
05/06/2013 22:00,None,39,0,202,7,7,286.26,0.25,0,92,Rain,1922,198
05/06/2013 22:00,None,45,1,174,3,3,286.26,0.25,0,92,Drizzle,1922,211
05/06/2013 23:00,None,39,5,199,9,9,285.93,0.38,0,92,Rain,1293,139
05/06/2013 23:00,None,42,4,208,8,8,285.93,0.38,0,92,Drizzle,1293,57
06/06/2013 00:00,None,37,4,208,9,9,285.65,0.25,0,92,Rain,655,266
06/06/2013 00:00,None,37,4,208,7,7,285.65,0.25,0,92,Mist,655,97
06/06/2013 01:00,None,39,0,225,5,5,285.7,0.25,0,92,Rain,372,267
06/06/2013 01:00,None,39,3,194,3,3,285.7,0.25,0,92,Mist,372,68
06/06/2013 02:00,None,39,1,248,3,3,285.65,0,0,92,Mist,281,58
06/06/2013 03:00,None,46,2,191,6,6,285.66,0.25,0,92,Rain,382,225
06/06/2013 03:00,None,50,2,220,4,4,285.66,0.25,0,92,Mist,382,85
06/06/2013 04:00,None,53,2,184,4,4,285.48,0.3,0,90,Rain,812,43
06/06/2013 04:00,None,91,2,248,4,4,285.48,0.3,0,90,Mist,812,257
06/06/2013 04:00,None,91,4,210,4,4,285.48,0.3,0,90,Drizzle,812,299
06/06/2013 05:00,None,91,4,210,7,7,285.4,0.25,0,92,Rain,2749,32
06/06/2013 05:00,None,95,4,225,2,2,285.4,0.25,0,92,Mist,2749,28
06/06/2013 06:00,None,95,4,225,3,3,285.38,0.25,0,88,Rain,5791,105
06/06/2013 06:00,None,95,0,202,6,6,285.38,0.25,0,88,Mist,5791,260
06/06/2013 06:00,None,95,3,205,4,4,285.38,0.25,0,88,Drizzle,5791,250
06/06/2013 07:00,None,64,3,205,4,4,285.49,0,0,88,Mist,6604,54
06/06/2013 07:00,None,57,1,199,2,2,285.49,0,0,88,Drizzle,6604,85
06/06/2013 08:00,None,82,3,212,5,5,285.57,0.3,0,88,Rain,6219,116
06/06/2013 08:00,None,82,3,212,5,5,285.57,0.3,0,88,Drizzle,6219,69
06/06/2013 08:00,None,49,2,158,3,3,285.57,0.3,0,88,Mist,6219,141
06/06/2013 09:00,None,46,0,164,2,2,285.67,0.29,0,92,Rain,5050,166
06/06/2013 09:00,None,46,0,164,1,1,285.67,0.29,0,92,Mist,5050,64
06/06/2013 09:00,None,77,2,210,7,7,285.67,0.29,0,92,Drizzle,5050,195
06/06/2013 10:00,None,55,1,248,7,7,285.89,0.38,0,92,Rain,4610,184
06/06/2013 10:00,None,71,1,248,4,4,285.89,0.38,0,92,Mist,4610,40
06/06/2013 11:00,None,54,7,350,5,5,286.11,0.44,0,92,Rain,4925,164
06/06/2013 11:00,None,86,1,340,9,9,286.11,0.44,0,92,Mist,4925,254
06/06/2013 12:00,None,94,3,70,3,3,286.38,0.36,0,92,Rain,5181,39
06/06/2013 12:00,None,93,1,340,1,1,286.38,0.36,0,92,Mist,5181,58
06/06/2013 13:00,None,89,1,38,6,6,287.13,0.38,0,92,Rain,5139,179
06/06/2013 13:00,None,94,1,139,7,7,287.13,0.38,0,92,Mist,5139,84
06/06/2013 14:00,None,95,1,139,8,8,287.12,0.25,0,92,Rain,5666,215
06/06/2013 14:00,None,94,0,185,2,2,287.12,0.25,0,92,Mist,5666,170
06/06/2013 15:00,None,97,0,185,6,6,287.82,0,0,56,Mist,6291,158
06/06/2013 15:00,None,97,0,185,3,3,287.82,0,0,56,Rain,6291,97
06/06/2013 16:00,None,99,1,0,4,4,287.82,2.16,0,56,Rain,6744,177
06/06/2013 16:00,None,99,1,311,6,6,287.82,2.16,0,56,Mist,6744,198
06/06/2013 17:00,None,99,1,311,5,5,287.37,3.39,0,56,Rain,6419,123
06/06/2013 17:00,None,95,2,353,5,5,287.37,3.39,0,56,Mist,6419,22
06/06/2013 18:00,None,95,1,13,2,2,287.17,0.84,0,24,Rain,4919,175
06/06/2013 18:00,None,95,2,353,4,4,287.17,0.84,0,24,Mist,4919,166
06/06/2013 19:00,None,86,1,340,9,9,286.98,0.76,0,24,Rain,3557,190
06/06/2013 19:00,None,86,1,315,6,6,286.98,0.76,0,24,Mist,3557,113
06/06/2013 20:00,None,86,2,10,6,6,287.01,0.38,0,24,Rain,3143,120
06/06/2013 20:00,None,71,2,9,2,2,287.01,0.38,0,24,Mist,3143,270
06/06/2013 21:00,None,71,2,9,3,3,286.67,0,0,76,Clouds,3146,157
06/06/2013 22:00,None,71,2,9,8,8,286.46,0,0,76,Clouds,2202,148
06/06/2013 23:00,None,61,1,33,8,8,285.92,0,0,76,Clouds,1453,178
07/06/2013 00:00,None,61,1,33,8,8,285.46,0,0,92,Rain,715,167
07/06/2013 01:00,None,61,1,33,5,5,285.18,0,0,92,Clouds,453,65
07/06/2013 02:00,None,68,2,45,4,4,284.69,0,0,92,Mist,321,82
07/06/2013 03:00,None,68,0,99,9,9,284.27,0.25,0,68,Rain,372,257
07/06/2013 03:00,None,68,2,45,6,6,284.27,0.25,0,68,Mist,372,189
07/06/2013 04:00,None,75,3,82,1,1,283.87,0.38,0,68,Rain,783,100
07/06/2013 05:00,None,75,3,82,8,8,283.59,0,0,68,Mist,2535,203
07/06/2013 06:00,None,85,2,88,6,6,283.35,0.25,0,92,Rain,5670,204
07/06/2013 06:00,None,89,0,107,9,9,283.35,0.25,0,92,Mist,5670,294
07/06/2013 07:00,None,89,1,95,3,3,283.23,0.25,0,92,Rain,6787,257
07/06/2013 07:00,None,89,0,161,1,1,283.23,0.25,0,92,Mist,6787,238
07/06/2013 08:00,None,84,0,122,8,8,283.35,0.25,0,92,Rain,5620,292
07/06/2013 08:00,None,83,2,118,8,8,283.35,0.25,0,92,Mist,5620,172
07/06/2013 09:00,None,82,2,118,6,6,283.37,0.25,0,68,Rain,5119,100
07/06/2013 09:00,None,91,3,159,1,1,283.37,0.25,0,68,Mist,5119,220
07/06/2013 10:00,None,94,0,212,4,4,283.7,0.25,0,68,Rain,4683,275
07/06/2013 10:00,None,88,2,0,6,6,283.7,0.25,0,68,Mist,4683,136
07/06/2013 11:00,None,100,0,0,8,8,284.18,0,0,68,Mist,5179,291
07/06/2013 12:00,None,100,2,188,3,3,284.85,0,0,64,Clouds,5595,80
07/06/2013 13:00,None,100,2,188,3,3,285.07,0.25,0,64,Rain,5385,100
07/06/2013 14:00,None,100,1,123,2,2,285.56,0,0,64,Clouds,5659,103
07/06/2013 15:00,None,63,1,209,8,8,285.99,0,0,76,Clouds,5905,85
07/06/2013 16:00,None,100,1,123,7,7,286.19,0,0,76,Clouds,6541,113
07/06/2013 17:00,None,100,1,58,1,1,286.43,0,0,76,Clouds,5723,206
07/06/2013 18:00,None,100,1,58,3,3,286.47,0,0,80,Clouds,4693,193
07/06/2013 19:00,None,59,1,200,7,7,286.26,0,0,80,Clouds,3770,86
07/06/2013 20:00,None,61,1,240,2,2,285.99,0,0,80,Clouds,3114,43
07/06/2013 21:00,None,97,1,249,6,6,285.73,0,0,92,Rain,3331,131
07/06/2013 22:00,None,66,1,277,2,2,285.54,0,0,92,Rain,3068,212
07/06/2013 23:00,None,97,5,321,6,6,285.4,0,0,92,Rain,2088,138
08/06/2013 00:00,None,97,5,321,6,6,285.18,0,0,80,Rain,1320,299
08/06/2013 01:00,None,89,5,326,7,7,285.15,0,0,92,Clouds,870,222
08/06/2013 02:00,None,70,1,329,5,5,285.01,0,0,92,Clouds,606,147
08/06/2013 03:00,None,87,4,326,4,4,284.88,0,0,68,Clouds,414,270
08/06/2013 04:00,None,87,4,326,1,1,284.7,0,0,68,Clouds,414,181
08/06/2013 05:00,None,90,4,321,2,2,284.49,0,0,68,Mist,793,156
08/06/2013 06:00,None,90,4,321,8,8,284.5,0,0,92,Clouds,1479,158
08/06/2013 07:00,None,88,4,325,7,7,284.8,0,0,92,Clouds,2138,38
08/06/2013 08:00,None,87,5,330,6,6,285.06,0,0,92,Clouds,2893,111
08/06/2013 09:00,None,65,1,333,1,1,285.61,0,0,92,Clouds,3721,263
08/06/2013 10:00,None,87,5,330,7,7,286.38,0,0,92,Clouds,3761,283
08/06/2013 11:00,None,78,5,326,7,7,287.42,0,0,92,Clouds,4101,58
08/06/2013 12:00,None,78,1,45,2,2,288.41,0,0,24,Clouds,4362,198
08/06/2013 13:00,None,40,3,339,5,5,288.87,0,0,24,Clouds,4442,74
08/06/2013 14:00,None,67,5,324,8,8,289.57,0,0,24,Clouds,4535,173
08/06/2013 15:00,None,67,5,324,6,6,290.12,0,0,32,Clouds,4413,233
08/06/2013 16:00,None,67,5,324,7,7,290.52,0,0,32,Clouds,4292,16
08/06/2013 17:00,None,62,4,323,8,8,290.62,0,0,32,Clouds,4076,70
08/06/2013 18:00,None,43,4,323,1,1,290.8,0.25,0,56,Rain,4058,201
08/06/2013 19:00,None,62,4,323,1,1,290.58,0,0,56,Clouds,3231,97
08/06/2013 20:00,None,54,2,326,1,1,289.91,0,0,56,Clouds,3062,167
08/06/2013 21:00,None,62,2,326,7,7,289.11,0,0,88,Clouds,3041,282
08/06/2013 22:00,None,71,2,326,1,1,288.12,0,0,88,Clouds,3254,291
08/06/2013 23:00,None,76,1,306,2,2,287.35,0,0,88,Clouds,2699,154
09/06/2013 00:00,None,78,1,306,4,4,286.72,0,0,92,Rain,2112,172
09/06/2013 01:00,None,77,1,233,5,5,286.14,0,0,92,Clouds,1610,183
09/06/2013 02:00,None,79,1,236,4,4,286.1,0,0,92,Clouds,1432,117
09/06/2013 03:00,None,79,1,236,4,4,285.97,0,0,36,Clouds,930,153
09/06/2013 04:00,None,79,1,236,3,3,286.07,0,0,36,Clouds,481,67
09/06/2013 05:00,None,80,1,212,6,6,285.62,0,0,36,Clouds,694,197
09/06/2013 06:00,None,80,1,212,9,9,285.18,0,0,32,Mist,831,29
09/06/2013 07:00,None,80,1,212,7,7,285.45,0,0,32,Mist,1065,221
09/06/2013 08:00,None,78,1,201,3,3,287.44,0,0,32,Clouds,1590,33
09/06/2013 09:00,None,76,1,191,9,9,290.09,0,0,24,Clouds,2326,100
09/06/2013 10:00,None,76,1,191,7,7,291.61,0,0,24,Clouds,3129,225
09/06/2013 11:00,None,68,3,189,8,8,292.46,0,0,24,Clouds,3565,61
09/06/2013 12:00,None,68,3,189,4,4,293,0,0,64,Clouds,3953,147
09/06/2013 13:00,None,68,11,90,8,8,293.25,0,0,64,Clouds,4112,162
09/06/2013 14:00,None,59,13,338,6,6,293.99,0,0,64,Clouds,4159,229
09/06/2013 15:00,None,59,13,292,5,5,293.83,0,0,76,Clouds,4300,182
09/06/2013 16:00,None,59,3,185,5,5,294.18,0,0,76,Clouds,4117,10
09/06/2013 17:00,None,58,0,115,7,7,294.25,0,0,76,Clouds,3882,34
09/06/2013 18:00,None,58,3,187,5,5,294.25,0,0,92,Clouds,3580,213
09/06/2013 19:00,None,58,3,187,8,8,293.38,0,0,92,Clouds,2987,210
09/06/2013 20:00,None,52,4,165,5,5,292.58,0,0,92,Drizzle,2579,200
09/06/2013 21:00,None,52,4,165,5,5,291.58,0,0,88,Rain,2322,241
09/06/2013 21:00,None,52,4,165,7,7,291.58,0,0,88,Drizzle,2322,229
09/06/2013 22:00,None,54,4,187,7,7,291.14,0,0,88,Clouds,1843,75
09/06/2013 23:00,None,54,4,187,3,3,290.51,0,0,88,Clouds,1108,33
10/06/2013 00:00,None,56,4,179,2,2,290.31,0,0,92,Clouds,710,91
10/06/2013 01:00,None,58,5,183,2,2,290.02,0.25,0,92,Rain,388,100
10/06/2013 02:00,None,58,5,183,7,7,289.48,0.51,0,76,Rain,292,181
10/06/2013 03:00,None,58,5,183,5,5,288.32,0.69,0,68,Rain,323,44
10/06/2013 04:00,None,64,1,153,2,2,287.58,1,0,68,Rain,763,43
10/06/2013 05:00,None,64,5,180,3,3,286.94,1.29,0,68,Rain,2717,271
10/06/2013 06:00,None,64,1,163,8,8,286.66,1.34,0,92,Rain,5513,186
10/06/2013 07:00,None,64,6,183,2,2,286.71,1.84,0,92,Rain,6873,153
10/06/2013 07:00,None,53,5,227,9,9,286.71,1.84,0,92,Mist,6873,224
10/06/2013 07:00,None,64,6,183,3,3,286.71,1.84,0,92,Drizzle,6873,150
10/06/2013 08:00,None,59,2,55,2,2,286.62,1.7,0,92,Rain,6013,277
10/06/2013 08:00,None,59,6,185,4,4,286.62,1.7,0,92,Mist,6013,148
10/06/2013 09:00,None,59,0,90,1,1,286.66,0.76,0,92,Rain,4769,56
10/06/2013 09:00,None,53,0,90,5,5,286.66,0.76,0,92,Mist,4769,69
10/06/2013 10:00,None,37,3,174,7,7,286.81,0.47,0,92,Rain,4245,58
10/06/2013 10:00,None,37,7,174,2,2,286.81,0.47,0,92,Mist,4245,61
10/06/2013 10:00,None,50,1,131,3,3,286.81,0.47,0,92,Drizzle,4245,70
10/06/2013 11:00,None,40,5,179,5,5,287.4,0.76,0,92,Rain,4688,223
10/06/2013 12:00,None,42,2,171,8,8,287.68,0.25,0,92,Rain,4872,104
10/06/2013 13:00,None,43,5,114,4,4,287.94,1.41,0,92,Rain,4904,129
10/06/2013 13:00,None,47,6,179,4,4,287.94,1.41,0,92,Mist,4904,228
10/06/2013 14:00,None,47,6,179,8,8,287.71,1.44,0,92,Rain,5162,49
10/06/2013 14:00,None,49,0,90,4,4,287.71,1.44,0,92,Mist,5162,241
10/06/2013 14:00,None,49,5,185,5,5,287.71,1.44,0,92,Drizzle,5162,220
10/06/2013 15:00,None,52,1,256,7,7,288.14,0.7,0,92,Rain,5859,47
10/06/2013 15:00,None,83,6,184,8,8,288.14,0.7,0,92,Mist,5859,220
10/06/2013 16:00,None,83,6,184,8,8,288.88,0.25,0,92,Rain,6522,92
10/06/2013 16:00,None,83,1,97,5,5,288.88,0.25,0,92,Mist,6522,127
10/06/2013 17:00,None,86,6,181,1,1,290.16,0,0,92,Rain,6162,36
10/06/2013 18:00,None,93,6,170,6,6,291.26,3.18,0,88,Rain,4357,218
10/06/2013 19:00,None,86,0,90,3,3,291.75,0,0,88,Rain,3217,134
10/06/2013 20:00,None,77,6,194,7,7,291.26,0,0,88,Rain,2838,285
10/06/2013 21:00,None,77,6,194,5,5,290.51,0,0,92,Rain,2727,81
10/06/2013 22:00,None,77,6,194,3,3,289.68,0,0,92,Rain,1826,67
10/06/2013 23:00,None,72,6,190,7,7,289.3,0,0,92,Mist,1175,128
11/06/2013 00:00,None,72,6,190,5,5,289.06,0,0,92,Mist,576,71
11/06/2013 01:00,None,72,6,190,7,7,288.77,0.25,0,68,Rain,378,96
11/06/2013 01:00,None,68,5,187,8,8,288.77,0.25,0,68,Mist,378,108
11/06/2013 02:00,None,69,5,187,7,7,288.3,0,0,68,Fog,284,133
